Group,File,Solver,Number of Recursive Calls,Decision Steps
uf50,test/uf50-0931.cnf,DPLL,2195,1097
uf50,test/uf50-0930.cnf,DPLL,4715,2357
uf50,test/uf50-0929.cnf,DPLL,5419,2709
uf50,test/uf50-0928.cnf,DPLL,2081,1040
uf50,test/uf50-0927.cnf,DPLL,2373,1186
uf50,test/uf50-0926.cnf,DPLL,6175,3087
uf50,test/uf50-0925.cnf,DPLL,7129,3564
uf50,test/uf50-0924.cnf,DPLL,2715,1357
uf50,test/uf50-0923.cnf,DPLL,2103,1051
uf50,test/uf50-0922.cnf,DPLL,10265,5132
uf50,test/uf50-0921.cnf,DPLL,3473,1736
uf50,test/uf50-0920.cnf,DPLL,11241,5620
uf50,test/uf50-0919.cnf,DPLL,4441,2220
uf50,test/uf50-0918.cnf,DPLL,5857,2928
uf50,test/uf50-0917.cnf,DPLL,2935,1467
uf50,test/uf50-0916.cnf,DPLL,2459,1229
uf50,test/uf50-0915.cnf,DPLL,3865,1932
uf50,test/uf50-0914.cnf,DPLL,6851,3425
uf50,test/uf50-0913.cnf,DPLL,4163,2081
uf50,test/uf50-0912.cnf,DPLL,7793,3896
uf50,test/uf50-0911.cnf,DPLL,6649,3324
uf50,test/uf50-0910.cnf,DPLL,2027,1013
uf50,test/uf50-0909.cnf,DPLL,2091,1045
uf50,test/uf50-0908.cnf,DPLL,5251,2625
uf50,test/uf50-0907.cnf,DPLL,3195,1597
uf50,test/uf50-0906.cnf,DPLL,6665,3332
uf50,test/uf50-0905.cnf,DPLL,2587,1293
uf50,test/uf50-0904.cnf,DPLL,2631,1315
uf50,test/uf50-0903.cnf,DPLL,2439,1219
uf50,test/uf50-0902.cnf,DPLL,1369,684
uf50,test/uf50-0901.cnf,DPLL,8187,4093
uf50,test/uf50-0900.cnf,DPLL,3095,1547
uf50,test/uf50-0899.cnf,DPLL,3149,1574
uf50,test/uf50-0898.cnf,DPLL,3703,1851
uf50,test/uf50-0897.cnf,DPLL,2145,1072
uf50,test/uf50-0896.cnf,DPLL,3191,1595
uf50,test/uf50-0895.cnf,DPLL,3443,1721
uf50,test/uf50-0894.cnf,DPLL,2789,1394
uf50,test/uf50-0893.cnf,DPLL,4243,2121
uf50,test/uf50-0892.cnf,DPLL,6259,3129
uf50,test/uf50-0891.cnf,DPLL,5043,2521
uf50,test/uf50-0890.cnf,DPLL,5125,2562
uf50,test/uf50-0889.cnf,DPLL,4095,2047
uf50,test/uf50-0888.cnf,DPLL,4479,2239
uf50,test/uf50-0887.cnf,DPLL,5771,2885
uf50,test/uf50-0886.cnf,DPLL,3915,1957
uf50,test/uf50-0885.cnf,DPLL,4287,2143
uf50,test/uf50-0884.cnf,DPLL,1237,618
uf50,test/uf50-0883.cnf,DPLL,5915,2957
uf50,test/uf50-0882.cnf,DPLL,3225,1612
uf50,test/uf50-0881.cnf,DPLL,5529,2764
uf50,test/uf50-0880.cnf,DPLL,7559,3779
uf50,test/uf50-0879.cnf,DPLL,4705,2352
uf50,test/uf50-0878.cnf,DPLL,4915,2457
uf50,test/uf50-0877.cnf,DPLL,4609,2304
uf50,test/uf50-0876.cnf,DPLL,4141,2070
uf50,test/uf50-0875.cnf,DPLL,3779,1889
uf50,test/uf50-0874.cnf,DPLL,3035,1517
uf50,test/uf50-0873.cnf,DPLL,2877,1438
uf50,test/uf50-0872.cnf,DPLL,3467,1733
uf50,test/uf50-0871.cnf,DPLL,5369,2684
uf50,test/uf50-0870.cnf,DPLL,10177,5088
uf50,test/uf50-0869.cnf,DPLL,3765,1882
uf50,test/uf50-0868.cnf,DPLL,4475,2237
uf50,test/uf50-0867.cnf,DPLL,3871,1935
uf50,test/uf50-0866.cnf,DPLL,9041,4520
uf50,test/uf50-0865.cnf,DPLL,2901,1450
uf50,test/uf50-0864.cnf,DPLL,2919,1459
uf50,test/uf50-0863.cnf,DPLL,2041,1020
uf50,test/uf50-0862.cnf,DPLL,3471,1735
uf50,test/uf50-0861.cnf,DPLL,3889,1944
uf50,test/uf50-0860.cnf,DPLL,3851,1925
uf50,test/uf50-0859.cnf,DPLL,3805,1902
uf50,test/uf50-0858.cnf,DPLL,2403,1201
uf50,test/uf50-0857.cnf,DPLL,3337,1668
uf50,test/uf50-0856.cnf,DPLL,3651,1825
uf50,test/uf50-0855.cnf,DPLL,4281,2140
uf50,test/uf50-0854.cnf,DPLL,9989,4994
uf50,test/uf50-0853.cnf,DPLL,14845,7422
uf50,test/uf50-0852.cnf,DPLL,3975,1987
uf50,test/uf50-0851.cnf,DPLL,2201,1100
uf50,test/uf50-0850.cnf,DPLL,2569,1284
uf50,test/uf50-0849.cnf,DPLL,3419,1709
uf50,test/uf50-0848.cnf,DPLL,5375,2687
uf50,test/uf50-0847.cnf,DPLL,4919,2459
uf50,test/uf50-0846.cnf,DPLL,5367,2683
uf50,test/uf50-0845.cnf,DPLL,9269,4634
uf50,test/uf50-0844.cnf,DPLL,7449,3724
uf50,test/uf50-0843.cnf,DPLL,4613,2306
uf50,test/uf50-0842.cnf,DPLL,5433,2716
uf50,test/uf50-0841.cnf,DPLL,1927,963
uf50,test/uf50-0840.cnf,DPLL,5015,2507
uf50,test/uf50-0839.cnf,DPLL,4243,2121
uf50,test/uf50-0838.cnf,DPLL,3067,1533
uf50,test/uf50-0837.cnf,DPLL,5901,2950
uf50,test/uf50-0836.cnf,DPLL,4785,2392
uf50,test/uf50-0835.cnf,DPLL,5395,2697
uf50,test/uf50-0834.cnf,DPLL,5131,2565
uf50,test/uf50-0833.cnf,DPLL,4753,2376
uf50,test/uf50-0832.cnf,DPLL,6971,3485
uf50,test/uf50-0831.cnf,DPLL,4999,2499
uf50,test/uf50-0830.cnf,DPLL,3631,1815
uf50,test/uf50-0829.cnf,DPLL,2631,1315
uf50,test/uf50-0828.cnf,DPLL,5643,2821
uf50,test/uf50-0827.cnf,DPLL,3875,1937
uf50,test/uf50-0826.cnf,DPLL,3315,1657
uf50,test/uf50-0825.cnf,DPLL,4995,2497
uf50,test/uf50-0824.cnf,DPLL,11135,5567
uf50,test/uf50-0823.cnf,DPLL,3921,1960
uf50,test/uf50-0822.cnf,DPLL,6909,3454
uf50,test/uf50-0821.cnf,DPLL,3685,1842
uf50,test/uf50-0820.cnf,DPLL,2891,1445
uf50,test/uf50-0819.cnf,DPLL,6491,3245
uf50,test/uf50-0818.cnf,DPLL,5543,2771
uf50,test/uf50-0817.cnf,DPLL,5375,2687
uf50,test/uf50-0816.cnf,DPLL,12617,6308
uf50,test/uf50-0815.cnf,DPLL,1471,735
uf50,test/uf50-0814.cnf,DPLL,2725,1362
uf50,test/uf50-0813.cnf,DPLL,3071,1535
uf50,test/uf50-0812.cnf,DPLL,2553,1276
uf50,test/uf50-0811.cnf,DPLL,9095,4547
uf50,test/uf50-0810.cnf,DPLL,3293,1646
uf50,test/uf50-0809.cnf,DPLL,2769,1384
uf50,test/uf50-0808.cnf,DPLL,9179,4589
uf50,test/uf50-0807.cnf,DPLL,4753,2376
uf50,test/uf50-0806.cnf,DPLL,4051,2025
uf50,test/uf50-0805.cnf,DPLL,4717,2358
uf50,test/uf50-0804.cnf,DPLL,4655,2327
uf50,test/uf50-0803.cnf,DPLL,4021,2010
uf50,test/uf50-0802.cnf,DPLL,6035,3017
uf50,test/uf50-0801.cnf,DPLL,5227,2613
uf50,test/uf50-0800.cnf,DPLL,6335,3167
uf50,test/uf50-0799.cnf,DPLL,2769,1384
uf50,test/uf50-0798.cnf,DPLL,5481,2740
uf50,test/uf50-0797.cnf,DPLL,6855,3427
uf50,test/uf50-0796.cnf,DPLL,4315,2157
uf50,test/uf50-0795.cnf,DPLL,3057,1528
uf50,test/uf50-0794.cnf,DPLL,9395,4697
uf50,test/uf50-0793.cnf,DPLL,2941,1470
uf50,test/uf50-0792.cnf,DPLL,11105,5552
uf50,test/uf50-0791.cnf,DPLL,3033,1516
uf50,test/uf50-0790.cnf,DPLL,1905,952
uf50,test/uf50-0789.cnf,DPLL,4901,2450
uf50,test/uf50-0788.cnf,DPLL,4187,2093
uf50,test/uf50-0787.cnf,DPLL,3943,1971
uf50,test/uf50-0786.cnf,DPLL,10385,5192
uf50,test/uf50-0785.cnf,DPLL,3907,1953
uf50,test/uf50-0784.cnf,DPLL,5701,2850
uf50,test/uf50-0783.cnf,DPLL,2493,1246
uf50,test/uf50-0782.cnf,DPLL,9997,4998
uf50,test/uf50-0781.cnf,DPLL,9901,4950
uf50,test/uf50-0780.cnf,DPLL,2527,1263
uf50,test/uf50-0779.cnf,DPLL,8729,4364
uf50,test/uf50-0778.cnf,DPLL,4283,2141
uf50,test/uf50-0777.cnf,DPLL,3153,1576
uf50,test/uf50-0776.cnf,DPLL,5817,2908
uf50,test/uf50-0775.cnf,DPLL,1985,992
uf50,test/uf50-0774.cnf,DPLL,4029,2014
uf50,test/uf50-0773.cnf,DPLL,2763,1381
uf50,test/uf50-0772.cnf,DPLL,3835,1917
uf50,test/uf50-0771.cnf,DPLL,11883,5941
uf50,test/uf50-0770.cnf,DPLL,5247,2623
uf50,test/uf50-0769.cnf,DPLL,1815,907
uf50,test/uf50-0768.cnf,DPLL,1413,706
uf50,test/uf50-0767.cnf,DPLL,4411,2205
uf50,test/uf50-0766.cnf,DPLL,7907,3953
uf50,test/uf50-0765.cnf,DPLL,6587,3293
uf50,test/uf50-0764.cnf,DPLL,1433,716
uf50,test/uf50-0763.cnf,DPLL,1849,924
uf50,test/uf50-0762.cnf,DPLL,5001,2500
uf50,test/uf50-0761.cnf,DPLL,2995,1497
uf50,test/uf50-0760.cnf,DPLL,4999,2499
uf50,test/uf50-0759.cnf,DPLL,4323,2161
uf50,test/uf50-0758.cnf,DPLL,5393,2696
uf50,test/uf50-0757.cnf,DPLL,2357,1178
uf50,test/uf50-0756.cnf,DPLL,2765,1382
uf50,test/uf50-0755.cnf,DPLL,3371,1685
uf50,test/uf50-0754.cnf,DPLL,6101,3050
uf50,test/uf50-0753.cnf,DPLL,6651,3325
uf50,test/uf50-0752.cnf,DPLL,4615,2307
uf50,test/uf50-0751.cnf,DPLL,3531,1765
uf50,test/uf50-0750.cnf,DPLL,5751,2875
uf50,test/uf50-0749.cnf,DPLL,2469,1234
uf50,test/uf50-0748.cnf,DPLL,3777,1888
uf50,test/uf50-0747.cnf,DPLL,5243,2621
uf50,test/uf50-0746.cnf,DPLL,4389,2194
uf50,test/uf50-0745.cnf,DPLL,3157,1578
uf50,test/uf50-0744.cnf,DPLL,6823,3411
uf50,test/uf50-0743.cnf,DPLL,4445,2222
uf50,test/uf50-0742.cnf,DPLL,1333,666
uf50,test/uf50-0741.cnf,DPLL,6751,3375
uf50,test/uf50-0740.cnf,DPLL,3027,1513
uf50,test/uf50-0739.cnf,DPLL,5285,2642
uf50,test/uf50-0738.cnf,DPLL,7011,3505
uf50,test/uf50-0737.cnf,DPLL,3799,1899
uf50,test/uf50-0736.cnf,DPLL,5783,2891
uf50,test/uf50-0735.cnf,DPLL,7535,3767
uf50,test/uf50-0734.cnf,DPLL,3425,1712
uf50,test/uf50-0733.cnf,DPLL,10237,5118
uf50,test/uf50-0732.cnf,DPLL,3283,1641
uf50,test/uf50-0731.cnf,DPLL,6941,3470
uf50,test/uf50-0730.cnf,DPLL,1855,927
uf50,test/uf50-0729.cnf,DPLL,6507,3253
uf50,test/uf50-0728.cnf,DPLL,3913,1956
uf50,test/uf50-0727.cnf,DPLL,2515,1257
uf50,test/uf50-0726.cnf,DPLL,5943,2971
uf50,test/uf50-0725.cnf,DPLL,10391,5195
uf50,test/uf50-0724.cnf,DPLL,8679,4339
uf50,test/uf50-0723.cnf,DPLL,6057,3028
uf50,test/uf50-0722.cnf,DPLL,4933,2466
uf50,test/uf50-0721.cnf,DPLL,3793,1896
uf50,test/uf50-0720.cnf,DPLL,2343,1171
uf50,test/uf50-0719.cnf,DPLL,3697,1848
uf50,test/uf50-0718.cnf,DPLL,6497,3248
uf50,test/uf50-0717.cnf,DPLL,5195,2597
uf50,test/uf50-0716.cnf,DPLL,8037,4018
uf50,test/uf50-0715.cnf,DPLL,2263,1131
uf50,test/uf50-0714.cnf,DPLL,1499,749
uf50,test/uf50-0713.cnf,DPLL,6453,3226
uf50,test/uf50-0712.cnf,DPLL,3381,1690
uf50,test/uf50-0711.cnf,DPLL,3849,1924
uf50,test/uf50-0710.cnf,DPLL,5539,2769
uf50,test/uf50-0709.cnf,DPLL,11287,5643
uf50,test/uf50-0708.cnf,DPLL,2275,1137
uf50,test/uf50-0707.cnf,DPLL,6369,3184
uf50,test/uf50-0706.cnf,DPLL,4327,2163
uf50,test/uf50-0705.cnf,DPLL,3433,1716
uf50,test/uf50-0704.cnf,DPLL,3557,1778
uf50,test/uf50-0703.cnf,DPLL,8783,4391
uf50,test/uf50-0702.cnf,DPLL,6603,3301
uf50,test/uf50-0701.cnf,DPLL,4527,2263
uf50,test/uf50-0700.cnf,DPLL,3683,1841
uf50,test/uf50-0699.cnf,DPLL,3667,1833
uf50,test/uf50-0698.cnf,DPLL,7747,3873
uf50,test/uf50-0697.cnf,DPLL,5031,2515
uf50,test/uf50-0696.cnf,DPLL,2295,1147
uf50,test/uf50-0695.cnf,DPLL,4967,2483
uf50,test/uf50-0694.cnf,DPLL,16207,8103
uf50,test/uf50-0693.cnf,DPLL,3811,1905
uf50,test/uf50-0692.cnf,DPLL,3447,1723
uf50,test/uf50-0691.cnf,DPLL,1735,867
uf50,test/uf50-0690.cnf,DPLL,6723,3361
uf50,test/uf50-0689.cnf,DPLL,3801,1900
uf50,test/uf50-0688.cnf,DPLL,3247,1623
uf50,test/uf50-0687.cnf,DPLL,3217,1608
uf50,test/uf50-0686.cnf,DPLL,5041,2520
uf50,test/uf50-0685.cnf,DPLL,3439,1719
uf50,test/uf50-0684.cnf,DPLL,2591,1295
uf50,test/uf50-0683.cnf,DPLL,4747,2373
uf50,test/uf50-0682.cnf,DPLL,5563,2781
uf50,test/uf50-0681.cnf,DPLL,3811,1905
uf50,test/uf50-0680.cnf,DPLL,4545,2272
uf50,test/uf50-0679.cnf,DPLL,4973,2486
uf50,test/uf50-0678.cnf,DPLL,18341,9170
uf50,test/uf50-0677.cnf,DPLL,1907,953
uf50,test/uf50-0676.cnf,DPLL,5257,2628
uf50,test/uf50-0675.cnf,DPLL,1927,963
uf50,test/uf50-0674.cnf,DPLL,4259,2129
uf50,test/uf50-0673.cnf,DPLL,7005,3502
uf50,test/uf50-0672.cnf,DPLL,5557,2778
uf50,test/uf50-0671.cnf,DPLL,3501,1750
uf50,test/uf50-0670.cnf,DPLL,2599,1299
uf50,test/uf50-0669.cnf,DPLL,4169,2084
uf50,test/uf50-0668.cnf,DPLL,5901,2950
uf50,test/uf50-0667.cnf,DPLL,2407,1203
uf50,test/uf50-0666.cnf,DPLL,5675,2837
uf50,test/uf50-0665.cnf,DPLL,3739,1869
uf50,test/uf50-0664.cnf,DPLL,4671,2335
uf50,test/uf50-0663.cnf,DPLL,8119,4059
uf50,test/uf50-0662.cnf,DPLL,1431,715
uf50,test/uf50-0661.cnf,DPLL,10633,5316
uf50,test/uf50-0660.cnf,DPLL,3297,1648
uf50,test/uf50-0659.cnf,DPLL,2635,1317
uf50,test/uf50-0658.cnf,DPLL,3145,1572
uf50,test/uf50-0657.cnf,DPLL,6149,3074
uf50,test/uf50-0656.cnf,DPLL,11079,5539
uf50,test/uf50-0655.cnf,DPLL,2955,1477
uf50,test/uf50-0654.cnf,DPLL,3165,1582
uf50,test/uf50-0653.cnf,DPLL,2601,1300
uf50,test/uf50-0652.cnf,DPLL,2487,1243
uf50,test/uf50-0651.cnf,DPLL,3641,1820
uf50,test/uf50-0650.cnf,DPLL,9241,4620
uf50,test/uf50-0649.cnf,DPLL,3769,1884
uf50,test/uf50-0648.cnf,DPLL,2447,1223
uf50,test/uf50-0647.cnf,DPLL,2219,1109
uf50,test/uf50-0646.cnf,DPLL,2781,1390
uf50,test/uf50-0645.cnf,DPLL,3529,1764
uf50,test/uf50-0644.cnf,DPLL,6341,3170
uf50,test/uf50-0643.cnf,DPLL,7305,3652
uf50,test/uf50-0642.cnf,DPLL,4537,2268
uf50,test/uf50-0641.cnf,DPLL,1867,933
uf50,test/uf50-0640.cnf,DPLL,6173,3086
uf50,test/uf50-0639.cnf,DPLL,3185,1592
uf50,test/uf50-0638.cnf,DPLL,6585,3292
uf50,test/uf50-0637.cnf,DPLL,7337,3668
uf50,test/uf50-0636.cnf,DPLL,3789,1894
uf50,test/uf50-0635.cnf,DPLL,5215,2607
uf50,test/uf50-0634.cnf,DPLL,3467,1733
uf50,test/uf50-0633.cnf,DPLL,8447,4223
uf50,test/uf50-0632.cnf,DPLL,5301,2650
uf50,test/uf50-0631.cnf,DPLL,3921,1960
uf50,test/uf50-0630.cnf,DPLL,1795,897
uf50,test/uf50-0629.cnf,DPLL,2419,1209
uf50,test/uf50-0628.cnf,DPLL,3751,1875
uf50,test/uf50-0627.cnf,DPLL,3639,1819
uf50,test/uf50-0626.cnf,DPLL,2931,1465
uf50,test/uf50-0625.cnf,DPLL,2841,1420
uf50,test/uf50-0624.cnf,DPLL,4581,2290
uf50,test/uf50-0623.cnf,DPLL,7261,3630
uf50,test/uf50-0622.cnf,DPLL,2483,1241
uf50,test/uf50-0621.cnf,DPLL,4109,2054
uf50,test/uf50-0620.cnf,DPLL,1865,932
uf50,test/uf50-0619.cnf,DPLL,5921,2960
uf50,test/uf50-0618.cnf,DPLL,6061,3030
uf50,test/uf50-0617.cnf,DPLL,4567,2283
uf50,test/uf50-0616.cnf,DPLL,2973,1486
uf50,test/uf50-0615.cnf,DPLL,7903,3951
uf50,test/uf50-0614.cnf,DPLL,6089,3044
uf50,test/uf50-0613.cnf,DPLL,1765,882
uf50,test/uf50-0612.cnf,DPLL,4169,2084
uf50,test/uf50-0611.cnf,DPLL,5767,2883
uf50,test/uf50-0610.cnf,DPLL,7457,3728
uf50,test/uf50-0609.cnf,DPLL,3351,1675
uf50,test/uf50-0608.cnf,DPLL,5829,2914
uf50,test/uf50-0607.cnf,DPLL,2253,1126
uf50,test/uf50-0606.cnf,DPLL,5875,2937
uf50,test/uf50-0605.cnf,DPLL,6601,3300
uf50,test/uf50-0604.cnf,DPLL,5863,2931
uf50,test/uf50-0603.cnf,DPLL,3337,1668
uf50,test/uf50-0602.cnf,DPLL,3881,1940
uf50,test/uf50-0601.cnf,DPLL,4745,2372
uf50,test/uf50-0600.cnf,DPLL,6453,3226
uf50,test/uf50-0599.cnf,DPLL,3933,1966
uf50,test/uf50-0598.cnf,DPLL,1403,701
uf50,test/uf50-0597.cnf,DPLL,2675,1337
uf50,test/uf50-0596.cnf,DPLL,4509,2254
uf50,test/uf50-0595.cnf,DPLL,3513,1756
uf50,test/uf50-0594.cnf,DPLL,7427,3713
uf50,test/uf50-0593.cnf,DPLL,2867,1433
uf50,test/uf50-0592.cnf,DPLL,5739,2869
uf50,test/uf50-0591.cnf,DPLL,6933,3466
uf50,test/uf50-0590.cnf,DPLL,4443,2221
uf50,test/uf50-0589.cnf,DPLL,8747,4373
uf50,test/uf50-0588.cnf,DPLL,6775,3387
uf50,test/uf50-0587.cnf,DPLL,3937,1968
uf50,test/uf50-0586.cnf,DPLL,2379,1189
uf50,test/uf50-0585.cnf,DPLL,6447,3223
uf50,test/uf50-0584.cnf,DPLL,6667,3333
uf50,test/uf50-0583.cnf,DPLL,2611,1305
uf50,test/uf50-0582.cnf,DPLL,4351,2175
uf50,test/uf50-0581.cnf,DPLL,6699,3349
uf50,test/uf50-0580.cnf,DPLL,3157,1578
uf50,test/uf50-0579.cnf,DPLL,4041,2020
uf50,test/uf50-0578.cnf,DPLL,2741,1370
uf50,test/uf50-0577.cnf,DPLL,2673,1336
uf50,test/uf50-0576.cnf,DPLL,5563,2781
uf50,test/uf50-0575.cnf,DPLL,4407,2203
uf50,test/uf50-0574.cnf,DPLL,4685,2342
uf50,test/uf50-0573.cnf,DPLL,6613,3306
uf50,test/uf50-0572.cnf,DPLL,4621,2310
uf50,test/uf50-0571.cnf,DPLL,3431,1715
uf50,test/uf50-0570.cnf,DPLL,2619,1309
uf50,test/uf50-0569.cnf,DPLL,4315,2157
uf50,test/uf50-0568.cnf,DPLL,3029,1514
uf50,test/uf50-0567.cnf,DPLL,2385,1192
uf50,test/uf50-0566.cnf,DPLL,2989,1494
uf50,test/uf50-0565.cnf,DPLL,2631,1315
uf50,test/uf50-0564.cnf,DPLL,2439,1219
uf50,test/uf50-0563.cnf,DPLL,4321,2160
uf50,test/uf50-0562.cnf,DPLL,2733,1366
uf50,test/uf50-0561.cnf,DPLL,5389,2694
uf50,test/uf50-0560.cnf,DPLL,2563,1281
uf50,test/uf50-0559.cnf,DPLL,3007,1503
uf50,test/uf50-0558.cnf,DPLL,4097,2048
uf50,test/uf50-0557.cnf,DPLL,6103,3051
uf50,test/uf50-0556.cnf,DPLL,3819,1909
uf50,test/uf50-0555.cnf,DPLL,3323,1661
uf50,test/uf50-0554.cnf,DPLL,8957,4478
uf50,test/uf50-0553.cnf,DPLL,3941,1970
uf50,test/uf50-0552.cnf,DPLL,4025,2012
uf50,test/uf50-0551.cnf,DPLL,2941,1470
uf50,test/uf50-0550.cnf,DPLL,4087,2043
uf50,test/uf50-0549.cnf,DPLL,8027,4013
uf50,test/uf50-0548.cnf,DPLL,6677,3338
uf50,test/uf50-0547.cnf,DPLL,2517,1258
uf50,test/uf50-0546.cnf,DPLL,4595,2297
uf50,test/uf50-0545.cnf,DPLL,3737,1868
uf50,test/uf50-0544.cnf,DPLL,3713,1856
uf50,test/uf50-0543.cnf,DPLL,6613,3306
uf50,test/uf50-0542.cnf,DPLL,2091,1045
uf50,test/uf50-0541.cnf,DPLL,2643,1321
uf50,test/uf50-0540.cnf,DPLL,2129,1064
uf50,test/uf50-0539.cnf,DPLL,10301,5150
uf50,test/uf50-0538.cnf,DPLL,3313,1656
uf50,test/uf50-0537.cnf,DPLL,5679,2839
uf50,test/uf50-0536.cnf,DPLL,1583,791
uf50,test/uf50-0535.cnf,DPLL,2807,1403
uf50,test/uf50-0534.cnf,DPLL,4785,2392
uf50,test/uf50-0533.cnf,DPLL,2249,1124
uf50,test/uf50-0532.cnf,DPLL,5613,2806
uf50,test/uf50-0531.cnf,DPLL,2529,1264
uf50,test/uf50-0530.cnf,DPLL,2539,1269
uf50,test/uf50-0529.cnf,DPLL,2801,1400
uf50,test/uf50-0528.cnf,DPLL,3337,1668
uf50,test/uf50-0527.cnf,DPLL,8317,4158
uf50,test/uf50-0526.cnf,DPLL,3589,1794
uf50,test/uf50-0525.cnf,DPLL,4923,2461
uf50,test/uf50-0524.cnf,DPLL,7979,3989
uf50,test/uf50-0523.cnf,DPLL,6371,3185
uf50,test/uf50-0522.cnf,DPLL,4369,2184
uf50,test/uf50-0521.cnf,DPLL,2335,1167
uf50,test/uf50-0520.cnf,DPLL,12795,6397
uf50,test/uf50-0519.cnf,DPLL,2391,1195
uf50,test/uf50-0518.cnf,DPLL,1887,943
uf50,test/uf50-0517.cnf,DPLL,1377,688
uf50,test/uf50-0516.cnf,DPLL,6261,3130
uf50,test/uf50-0515.cnf,DPLL,5529,2764
uf50,test/uf50-0514.cnf,DPLL,2921,1460
uf50,test/uf50-0513.cnf,DPLL,2293,1146
uf50,test/uf50-0512.cnf,DPLL,8345,4172
uf50,test/uf50-0511.cnf,DPLL,2991,1495
uf50,test/uf50-0510.cnf,DPLL,3253,1626
uf50,test/uf50-0509.cnf,DPLL,5875,2937
uf50,test/uf50-0508.cnf,DPLL,8667,4333
uf50,test/uf50-0507.cnf,DPLL,3003,1501
uf50,test/uf50-0506.cnf,DPLL,7029,3514
uf50,test/uf50-0505.cnf,DPLL,2205,1102
uf50,test/uf50-0504.cnf,DPLL,7373,3686
uf50,test/uf50-0503.cnf,DPLL,4127,2063
uf50,test/uf50-0502.cnf,DPLL,2261,1130
uf50,test/uf50-0501.cnf,DPLL,3725,1862
uf50,test/uf50-0500.cnf,DPLL,2739,1369
uf50,test/uf50-0499.cnf,DPLL,4267,2133
uf50,test/uf50-0498.cnf,DPLL,4473,2236
uf50,test/uf50-0497.cnf,DPLL,6205,3102
uf50,test/uf50-0496.cnf,DPLL,2301,1150
uf50,test/uf50-0495.cnf,DPLL,1379,689
uf50,test/uf50-0494.cnf,DPLL,4743,2371
uf50,test/uf50-0493.cnf,DPLL,2677,1338
uf50,test/uf50-0492.cnf,DPLL,8959,4479
uf50,test/uf50-0491.cnf,DPLL,5233,2616
uf50,test/uf50-0490.cnf,DPLL,2143,1071
uf50,test/uf50-0489.cnf,DPLL,3041,1520
uf50,test/uf50-0488.cnf,DPLL,9753,4876
uf50,test/uf50-0487.cnf,DPLL,5137,2568
uf50,test/uf50-0486.cnf,DPLL,7745,3872
uf50,test/uf50-0485.cnf,DPLL,2207,1103
uf50,test/uf50-0484.cnf,DPLL,3619,1809
uf50,test/uf50-0483.cnf,DPLL,4231,2115
uf50,test/uf50-0482.cnf,DPLL,2545,1272
uf50,test/uf50-0481.cnf,DPLL,6437,3218
uf50,test/uf50-0480.cnf,DPLL,1975,987
uf50,test/uf50-0479.cnf,DPLL,3975,1987
uf50,test/uf50-0478.cnf,DPLL,3943,1971
uf50,test/uf50-0477.cnf,DPLL,2581,1290
uf50,test/uf50-0476.cnf,DPLL,5265,2632
uf50,test/uf50-0475.cnf,DPLL,8819,4409
uf50,test/uf50-0474.cnf,DPLL,1255,627
uf50,test/uf50-0473.cnf,DPLL,1717,858
uf50,test/uf50-0472.cnf,DPLL,4917,2458
uf50,test/uf50-0471.cnf,DPLL,4913,2456
uf50,test/uf50-0470.cnf,DPLL,2847,1423
uf50,test/uf50-0469.cnf,DPLL,3267,1633
uf50,test/uf50-0468.cnf,DPLL,3923,1961
uf50,test/uf50-0467.cnf,DPLL,4197,2098
uf50,test/uf50-0466.cnf,DPLL,3297,1648
uf50,test/uf50-0465.cnf,DPLL,6009,3004
uf50,test/uf50-0464.cnf,DPLL,4749,2374
uf50,test/uf50-0463.cnf,DPLL,4879,2439
uf50,test/uf50-0462.cnf,DPLL,4591,2295
uf50,test/uf50-0461.cnf,DPLL,3499,1749
uf50,test/uf50-0460.cnf,DPLL,2777,1388
uf50,test/uf50-0459.cnf,DPLL,3201,1600
uf50,test/uf50-0458.cnf,DPLL,5889,2944
uf50,test/uf50-0457.cnf,DPLL,9255,4627
uf50,test/uf50-0456.cnf,DPLL,1851,925
uf50,test/uf50-0455.cnf,DPLL,5493,2746
uf50,test/uf50-0454.cnf,DPLL,4851,2425
uf50,test/uf50-0453.cnf,DPLL,3449,1724
uf50,test/uf50-0452.cnf,DPLL,5843,2921
uf50,test/uf50-0451.cnf,DPLL,4725,2362
uf50,test/uf50-0450.cnf,DPLL,4585,2292
uf50,test/uf50-0449.cnf,DPLL,3411,1705
uf50,test/uf50-0448.cnf,DPLL,5101,2550
uf50,test/uf50-0447.cnf,DPLL,2653,1326
uf50,test/uf50-0446.cnf,DPLL,7579,3789
uf50,test/uf50-0445.cnf,DPLL,6439,3219
uf50,test/uf50-0444.cnf,DPLL,4449,2224
uf50,test/uf50-0443.cnf,DPLL,2683,1341
uf50,test/uf50-0442.cnf,DPLL,3567,1783
uf50,test/uf50-0441.cnf,DPLL,1001,500
uf50,test/uf50-0440.cnf,DPLL,3045,1522
uf50,test/uf50-0439.cnf,DPLL,3261,1630
uf50,test/uf50-0438.cnf,DPLL,2465,1232
uf50,test/uf50-0437.cnf,DPLL,2571,1285
uf50,test/uf50-0436.cnf,DPLL,2083,1041
uf50,test/uf50-0435.cnf,DPLL,2879,1439
uf50,test/uf50-0434.cnf,DPLL,5609,2804
uf50,test/uf50-0433.cnf,DPLL,2231,1115
uf50,test/uf50-0432.cnf,DPLL,4781,2390
