Group,File,Solver,Number of Recursive Calls,Decision Steps
uf20,test/uf20-0466.cnf,DPLL,165,82
uf20,test/uf20-0465.cnf,DPLL,207,103
uf20,test/uf20-0464.cnf,DPLL,145,72
uf20,test/uf20-0463.cnf,DPLL,83,41
uf20,test/uf20-0462.cnf,DPLL,131,65
uf20,test/uf20-0461.cnf,DPLL,157,78
uf20,test/uf20-0460.cnf,DPLL,173,86
uf20,test/uf20-0459.cnf,DPLL,167,83
uf20,test/uf20-0458.cnf,DPLL,159,79
uf20,test/uf20-0457.cnf,DPLL,229,114
uf20,test/uf20-0456.cnf,DPLL,111,55
uf20,test/uf20-0455.cnf,DPLL,253,126
uf20,test/uf20-0454.cnf,DPLL,211,105
uf20,test/uf20-0453.cnf,DPLL,145,72
uf20,test/uf20-0452.cnf,DPLL,111,55
uf20,test/uf20-0451.cnf,DPLL,183,91
uf20,test/uf20-0450.cnf,DPLL,209,104
uf20,test/uf20-0449.cnf,DPLL,221,110
uf20,test/uf20-0448.cnf,DPLL,171,85
uf20,test/uf20-0447.cnf,DPLL,235,117
uf20,test/uf20-0446.cnf,DPLL,209,104
uf20,test/uf20-0445.cnf,DPLL,267,133
uf20,test/uf20-0444.cnf,DPLL,177,88
uf20,test/uf20-0443.cnf,DPLL,117,58
uf20,test/uf20-0442.cnf,DPLL,157,78
uf20,test/uf20-0441.cnf,DPLL,277,138
uf20,test/uf20-0440.cnf,DPLL,171,85
uf20,test/uf20-0439.cnf,DPLL,143,71
uf20,test/uf20-0438.cnf,DPLL,173,86
uf20,test/uf20-0437.cnf,DPLL,115,57
uf20,test/uf20-0436.cnf,DPLL,139,69
uf20,test/uf20-0435.cnf,DPLL,115,57
uf20,test/uf20-0434.cnf,DPLL,111,55
uf20,test/uf20-0433.cnf,DPLL,163,81
uf20,test/uf20-0432.cnf,DPLL,141,70
uf20,test/uf20-0431.cnf,DPLL,187,93
uf20,test/uf20-0430.cnf,DPLL,153,76
uf20,test/uf20-0429.cnf,DPLL,167,83
uf20,test/uf20-0428.cnf,DPLL,267,133
uf20,test/uf20-0427.cnf,DPLL,183,91
uf20,test/uf20-0426.cnf,DPLL,121,60
uf20,test/uf20-0425.cnf,DPLL,157,78
uf20,test/uf20-0424.cnf,DPLL,109,54
uf20,test/uf20-0423.cnf,DPLL,141,70
uf20,test/uf20-0422.cnf,DPLL,141,70
uf20,test/uf20-0421.cnf,DPLL,197,98
uf20,test/uf20-0420.cnf,DPLL,193,96
uf20,test/uf20-0419.cnf,DPLL,135,67
uf20,test/uf20-0418.cnf,DPLL,127,63
uf20,test/uf20-0417.cnf,DPLL,171,85
uf20,test/uf20-0416.cnf,DPLL,111,55
uf20,test/uf20-0415.cnf,DPLL,161,80
uf20,test/uf20-0414.cnf,DPLL,135,67
uf20,test/uf20-0413.cnf,DPLL,169,84
uf20,test/uf20-0412.cnf,DPLL,137,68
uf20,test/uf20-0411.cnf,DPLL,151,75
uf20,test/uf20-0410.cnf,DPLL,167,83
uf20,test/uf20-0409.cnf,DPLL,135,67
uf20,test/uf20-0408.cnf,DPLL,171,85
uf20,test/uf20-0407.cnf,DPLL,157,78
uf20,test/uf20-0406.cnf,DPLL,183,91
uf20,test/uf20-0405.cnf,DPLL,213,106
uf20,test/uf20-0404.cnf,DPLL,145,72
uf20,test/uf20-0403.cnf,DPLL,147,73
uf20,test/uf20-0402.cnf,DPLL,143,71
uf20,test/uf20-0401.cnf,DPLL,289,144
uf20,test/uf20-0400.cnf,DPLL,141,70
uf20,test/uf20-0399.cnf,DPLL,199,99
uf20,test/uf20-0398.cnf,DPLL,231,115
uf20,test/uf20-0397.cnf,DPLL,143,71
uf20,test/uf20-0396.cnf,DPLL,263,131
uf20,test/uf20-0395.cnf,DPLL,155,77
uf20,test/uf20-0394.cnf,DPLL,133,66
uf20,test/uf20-0393.cnf,DPLL,183,91
uf20,test/uf20-0392.cnf,DPLL,101,50
uf20,test/uf20-0391.cnf,DPLL,187,93
uf20,test/uf20-0390.cnf,DPLL,105,52
uf20,test/uf20-0389.cnf,DPLL,99,49
uf20,test/uf20-0388.cnf,DPLL,169,84
uf20,test/uf20-0387.cnf,DPLL,213,106
uf20,test/uf20-0386.cnf,DPLL,133,66
uf20,test/uf20-0385.cnf,DPLL,275,137
uf20,test/uf20-0384.cnf,DPLL,171,85
uf20,test/uf20-0383.cnf,DPLL,161,80
uf20,test/uf20-0382.cnf,DPLL,205,102
uf20,test/uf20-0381.cnf,DPLL,215,107
uf20,test/uf20-0380.cnf,DPLL,205,102
uf20,test/uf20-0379.cnf,DPLL,109,54
uf20,test/uf20-0378.cnf,DPLL,199,99
uf20,test/uf20-0377.cnf,DPLL,143,71
uf20,test/uf20-0376.cnf,DPLL,203,101
uf20,test/uf20-0375.cnf,DPLL,167,83
uf20,test/uf20-0374.cnf,DPLL,189,94
uf20,test/uf20-0373.cnf,DPLL,111,55
uf20,test/uf20-0372.cnf,DPLL,149,74
uf20,test/uf20-0371.cnf,DPLL,201,100
uf20,test/uf20-0370.cnf,DPLL,123,61
uf20,test/uf20-0369.cnf,DPLL,105,52
uf20,test/uf20-0368.cnf,DPLL,105,52
uf20,test/uf20-0367.cnf,DPLL,141,70
uf20,test/uf20-0366.cnf,DPLL,115,57
uf20,test/uf20-0365.cnf,DPLL,215,107
uf20,test/uf20-0364.cnf,DPLL,123,61
uf20,test/uf20-0363.cnf,DPLL,205,102
uf20,test/uf20-0362.cnf,DPLL,205,102
uf20,test/uf20-0361.cnf,DPLL,237,118
uf20,test/uf20-0360.cnf,DPLL,217,108
uf20,test/uf20-0359.cnf,DPLL,205,102
uf20,test/uf20-0358.cnf,DPLL,111,55
uf20,test/uf20-0357.cnf,DPLL,187,93
uf20,test/uf20-0356.cnf,DPLL,137,68
uf20,test/uf20-0355.cnf,DPLL,169,84
uf20,test/uf20-0354.cnf,DPLL,119,59
uf20,test/uf20-0353.cnf,DPLL,193,96
uf20,test/uf20-0352.cnf,DPLL,93,46
uf20,test/uf20-0351.cnf,DPLL,141,70
uf20,test/uf20-0350.cnf,DPLL,99,49
uf20,test/uf20-0349.cnf,DPLL,183,91
uf20,test/uf20-0348.cnf,DPLL,247,123
uf20,test/uf20-0347.cnf,DPLL,225,112
uf20,test/uf20-0346.cnf,DPLL,201,100
uf20,test/uf20-0345.cnf,DPLL,167,83
uf20,test/uf20-0344.cnf,DPLL,97,48
uf20,test/uf20-0343.cnf,DPLL,119,59
uf20,test/uf20-0342.cnf,DPLL,121,60
uf20,test/uf20-0341.cnf,DPLL,185,92
uf20,test/uf20-0340.cnf,DPLL,163,81
uf20,test/uf20-0339.cnf,DPLL,139,69
uf20,test/uf20-0338.cnf,DPLL,107,53
uf20,test/uf20-0337.cnf,DPLL,145,72
uf20,test/uf20-0336.cnf,DPLL,203,101
uf20,test/uf20-0335.cnf,DPLL,191,95
uf20,test/uf20-0334.cnf,DPLL,131,65
uf20,test/uf20-0333.cnf,DPLL,191,95
uf20,test/uf20-0332.cnf,DPLL,135,67
uf20,test/uf20-0331.cnf,DPLL,123,61
uf20,test/uf20-0330.cnf,DPLL,169,84
uf20,test/uf20-0329.cnf,DPLL,167,83
uf20,test/uf20-0328.cnf,DPLL,225,112
uf20,test/uf20-0327.cnf,DPLL,333,166
uf20,test/uf20-0326.cnf,DPLL,85,42
uf20,test/uf20-0325.cnf,DPLL,171,85
uf20,test/uf20-0324.cnf,DPLL,129,64
uf20,test/uf20-0323.cnf,DPLL,119,59
uf20,test/uf20-0322.cnf,DPLL,109,54
uf20,test/uf20-0321.cnf,DPLL,165,82
uf20,test/uf20-0320.cnf,DPLL,193,96
uf20,test/uf20-0319.cnf,DPLL,185,92
uf20,test/uf20-0318.cnf,DPLL,175,87
uf20,test/uf20-0317.cnf,DPLL,137,68
uf20,test/uf20-0316.cnf,DPLL,165,82
uf20,test/uf20-0315.cnf,DPLL,277,138
uf20,test/uf20-0314.cnf,DPLL,239,119
uf20,test/uf20-0313.cnf,DPLL,143,71
uf20,test/uf20-0312.cnf,DPLL,145,72
uf20,test/uf20-0311.cnf,DPLL,183,91
uf20,test/uf20-0310.cnf,DPLL,89,44
uf20,test/uf20-0309.cnf,DPLL,197,98
uf20,test/uf20-0308.cnf,DPLL,159,79
uf20,test/uf20-0307.cnf,DPLL,163,81
uf20,test/uf20-0306.cnf,DPLL,239,119
uf20,test/uf20-0305.cnf,DPLL,155,77
uf20,test/uf20-0304.cnf,DPLL,201,100
uf20,test/uf20-0303.cnf,DPLL,145,72
uf20,test/uf20-0302.cnf,DPLL,167,83
uf20,test/uf20-0301.cnf,DPLL,107,53
uf20,test/uf20-0300.cnf,DPLL,119,59
uf20,test/uf20-0299.cnf,DPLL,143,71
uf20,test/uf20-0298.cnf,DPLL,171,85
uf20,test/uf20-0297.cnf,DPLL,197,98
uf20,test/uf20-0296.cnf,DPLL,203,101
uf20,test/uf20-0295.cnf,DPLL,153,76
uf20,test/uf20-0294.cnf,DPLL,167,83
uf20,test/uf20-0293.cnf,DPLL,133,66
uf20,test/uf20-0292.cnf,DPLL,197,98
uf20,test/uf20-0291.cnf,DPLL,229,114
uf20,test/uf20-0290.cnf,DPLL,263,131
uf20,test/uf20-0289.cnf,DPLL,229,114
uf20,test/uf20-0288.cnf,DPLL,173,86
uf20,test/uf20-0287.cnf,DPLL,307,153
uf20,test/uf20-0286.cnf,DPLL,129,64
uf20,test/uf20-0285.cnf,DPLL,69,34
uf20,test/uf20-0284.cnf,DPLL,139,69
uf20,test/uf20-0283.cnf,DPLL,129,64
uf20,test/uf20-0282.cnf,DPLL,71,35
uf20,test/uf20-0281.cnf,DPLL,147,73
uf20,test/uf20-0280.cnf,DPLL,223,111
uf20,test/uf20-0279.cnf,DPLL,221,110
uf20,test/uf20-0278.cnf,DPLL,147,73
uf20,test/uf20-0277.cnf,DPLL,151,75
uf20,test/uf20-0276.cnf,DPLL,133,66
uf20,test/uf20-0275.cnf,DPLL,301,150
uf20,test/uf20-0274.cnf,DPLL,105,52
uf20,test/uf20-0273.cnf,DPLL,179,89
uf20,test/uf20-0272.cnf,DPLL,197,98
uf20,test/uf20-0271.cnf,DPLL,213,106
uf20,test/uf20-0270.cnf,DPLL,139,69
uf20,test/uf20-0269.cnf,DPLL,193,96
uf20,test/uf20-0268.cnf,DPLL,161,80
uf20,test/uf20-0267.cnf,DPLL,291,145
uf20,test/uf20-0266.cnf,DPLL,107,53
uf20,test/uf20-0265.cnf,DPLL,207,103
uf20,test/uf20-0264.cnf,DPLL,181,90
uf20,test/uf20-0263.cnf,DPLL,203,101
uf20,test/uf20-0262.cnf,DPLL,117,58
uf20,test/uf20-0261.cnf,DPLL,121,60
uf20,test/uf20-0260.cnf,DPLL,207,103
uf20,test/uf20-0259.cnf,DPLL,143,71
uf20,test/uf20-0258.cnf,DPLL,289,144
uf20,test/uf20-0257.cnf,DPLL,169,84
uf20,test/uf20-0256.cnf,DPLL,173,86
uf20,test/uf20-0255.cnf,DPLL,149,74
uf20,test/uf20-0254.cnf,DPLL,189,94
uf20,test/uf20-0253.cnf,DPLL,137,68
uf20,test/uf20-0252.cnf,DPLL,245,122
uf20,test/uf20-0251.cnf,DPLL,167,83
uf20,test/uf20-0250.cnf,DPLL,219,109
uf20,test/uf20-0249.cnf,DPLL,229,114
uf20,test/uf20-0248.cnf,DPLL,135,67
uf20,test/uf20-0247.cnf,DPLL,193,96
uf20,test/uf20-0246.cnf,DPLL,121,60
uf20,test/uf20-0245.cnf,DPLL,193,96
uf20,test/uf20-0244.cnf,DPLL,203,101
uf20,test/uf20-0243.cnf,DPLL,143,71
uf20,test/uf20-0242.cnf,DPLL,145,72
uf20,test/uf20-0241.cnf,DPLL,175,87
uf20,test/uf20-0240.cnf,DPLL,101,50
uf20,test/uf20-0239.cnf,DPLL,163,81
uf20,test/uf20-0238.cnf,DPLL,145,72
uf20,test/uf20-0237.cnf,DPLL,135,67
uf20,test/uf20-0236.cnf,DPLL,117,58
uf20,test/uf20-0235.cnf,DPLL,131,65
uf20,test/uf20-0234.cnf,DPLL,133,66
uf20,test/uf20-0233.cnf,DPLL,115,57
uf20,test/uf20-0232.cnf,DPLL,283,141
uf20,test/uf20-0231.cnf,DPLL,165,82
uf20,test/uf20-0230.cnf,DPLL,165,82
uf20,test/uf20-0229.cnf,DPLL,259,129
uf20,test/uf20-0228.cnf,DPLL,221,110
uf20,test/uf20-0227.cnf,DPLL,123,61
uf20,test/uf20-0226.cnf,DPLL,269,134
uf20,test/uf20-0225.cnf,DPLL,153,76
uf20,test/uf20-0224.cnf,DPLL,167,83
uf20,test/uf20-0223.cnf,DPLL,123,61
uf20,test/uf20-0222.cnf,DPLL,83,41
uf20,test/uf20-0221.cnf,DPLL,155,77
uf20,test/uf20-0220.cnf,DPLL,223,111
uf20,test/uf20-0219.cnf,DPLL,197,98
uf20,test/uf20-0218.cnf,DPLL,193,96
uf20,test/uf20-0217.cnf,DPLL,197,98
uf20,test/uf20-0216.cnf,DPLL,145,72
uf20,test/uf20-0215.cnf,DPLL,249,124
uf20,test/uf20-0214.cnf,DPLL,121,60
uf20,test/uf20-0213.cnf,DPLL,97,48
uf20,test/uf20-0212.cnf,DPLL,115,57
uf20,test/uf20-0211.cnf,DPLL,217,108
uf20,test/uf20-0210.cnf,DPLL,433,216
uf20,test/uf20-0209.cnf,DPLL,147,73
uf20,test/uf20-0208.cnf,DPLL,135,67
uf20,test/uf20-0207.cnf,DPLL,143,71
uf20,test/uf20-0206.cnf,DPLL,149,74
uf20,test/uf20-0205.cnf,DPLL,165,82
uf20,test/uf20-0204.cnf,DPLL,121,60
uf20,test/uf20-0203.cnf,DPLL,129,64
uf20,test/uf20-0202.cnf,DPLL,261,130
uf20,test/uf20-0201.cnf,DPLL,157,78
uf20,test/uf20-0200.cnf,DPLL,177,88
uf20,test/uf20-0199.cnf,DPLL,125,62
uf20,test/uf20-0198.cnf,DPLL,139,69
uf20,test/uf20-0197.cnf,DPLL,133,66
uf20,test/uf20-0196.cnf,DPLL,233,116
uf20,test/uf20-0195.cnf,DPLL,169,84
uf20,test/uf20-0194.cnf,DPLL,167,83
uf20,test/uf20-0193.cnf,DPLL,121,60
uf20,test/uf20-0192.cnf,DPLL,227,113
uf20,test/uf20-0191.cnf,DPLL,119,59
uf20,test/uf20-0190.cnf,DPLL,363,181
uf20,test/uf20-0189.cnf,DPLL,157,78
uf20,test/uf20-0188.cnf,DPLL,143,71
uf20,test/uf20-0187.cnf,DPLL,173,86
uf20,test/uf20-0186.cnf,DPLL,139,69
uf20,test/uf20-0185.cnf,DPLL,183,91
uf20,test/uf20-0184.cnf,DPLL,107,53
uf20,test/uf20-0183.cnf,DPLL,101,50
uf20,test/uf20-0182.cnf,DPLL,111,55
uf20,test/uf20-0181.cnf,DPLL,159,79
uf20,test/uf20-0180.cnf,DPLL,119,59
uf20,test/uf20-0179.cnf,DPLL,211,105
uf20,test/uf20-0178.cnf,DPLL,169,84
uf20,test/uf20-0177.cnf,DPLL,171,85
uf20,test/uf20-0176.cnf,DPLL,153,76
uf20,test/uf20-0175.cnf,DPLL,137,68
uf20,test/uf20-0174.cnf,DPLL,151,75
uf20,test/uf20-0173.cnf,DPLL,257,128
uf20,test/uf20-0172.cnf,DPLL,205,102
uf20,test/uf20-0171.cnf,DPLL,143,71
uf20,test/uf20-0170.cnf,DPLL,89,44
uf20,test/uf20-0169.cnf,DPLL,165,82
uf20,test/uf20-0168.cnf,DPLL,211,105
uf20,test/uf20-0167.cnf,DPLL,119,59
uf20,test/uf20-0166.cnf,DPLL,133,66
uf20,test/uf20-0165.cnf,DPLL,217,108
uf20,test/uf20-0164.cnf,DPLL,163,81
uf20,test/uf20-0163.cnf,DPLL,321,160
uf20,test/uf20-0162.cnf,DPLL,157,78
uf20,test/uf20-0161.cnf,DPLL,271,135
uf20,test/uf20-0160.cnf,DPLL,159,79
uf20,test/uf20-0159.cnf,DPLL,351,175
uf20,test/uf20-0158.cnf,DPLL,203,101
uf20,test/uf20-0157.cnf,DPLL,217,108
uf20,test/uf20-0156.cnf,DPLL,189,94
uf20,test/uf20-0155.cnf,DPLL,231,115
uf20,test/uf20-0154.cnf,DPLL,161,80
uf20,test/uf20-0153.cnf,DPLL,119,59
uf20,test/uf20-0152.cnf,DPLL,207,103
uf20,test/uf20-0151.cnf,DPLL,135,67
uf20,test/uf20-0150.cnf,DPLL,107,53
uf20,test/uf20-0149.cnf,DPLL,135,67
uf20,test/uf20-0148.cnf,DPLL,111,55
uf20,test/uf20-0147.cnf,DPLL,209,104
uf20,test/uf20-0146.cnf,DPLL,159,79
uf20,test/uf20-0145.cnf,DPLL,223,111
uf20,test/uf20-0144.cnf,DPLL,143,71
uf20,test/uf20-0143.cnf,DPLL,307,153
uf20,test/uf20-0142.cnf,DPLL,151,75
uf20,test/uf20-0141.cnf,DPLL,261,130
uf20,test/uf20-0140.cnf,DPLL,191,95
uf20,test/uf20-0139.cnf,DPLL,99,49
uf20,test/uf20-0138.cnf,DPLL,191,95
uf20,test/uf20-0137.cnf,DPLL,193,96
uf20,test/uf20-0136.cnf,DPLL,263,131
uf20,test/uf20-0135.cnf,DPLL,201,100
uf20,test/uf20-0134.cnf,DPLL,137,68
uf20,test/uf20-0133.cnf,DPLL,211,105
uf20,test/uf20-0132.cnf,DPLL,125,62
uf20,test/uf20-0131.cnf,DPLL,209,104
uf20,test/uf20-0130.cnf,DPLL,159,79
uf20,test/uf20-0129.cnf,DPLL,89,44
uf20,test/uf20-0128.cnf,DPLL,137,68
uf20,test/uf20-0127.cnf,DPLL,215,107
uf20,test/uf20-0126.cnf,DPLL,195,97
uf20,test/uf20-0125.cnf,DPLL,165,82
uf20,test/uf20-0124.cnf,DPLL,173,86
uf20,test/uf20-0123.cnf,DPLL,113,56
uf20,test/uf20-0122.cnf,DPLL,177,88
uf20,test/uf20-0121.cnf,DPLL,155,77
uf20,test/uf20-0120.cnf,DPLL,141,70
uf20,test/uf20-0119.cnf,DPLL,151,75
uf20,test/uf20-0118.cnf,DPLL,183,91
uf20,test/uf20-0117.cnf,DPLL,169,84
uf20,test/uf20-0116.cnf,DPLL,171,85
uf20,test/uf20-0115.cnf,DPLL,183,91
uf20,test/uf20-0114.cnf,DPLL,173,86
uf20,test/uf20-0113.cnf,DPLL,141,70
uf20,test/uf20-0112.cnf,DPLL,183,91
uf20,test/uf20-0111.cnf,DPLL,155,77
uf20,test/uf20-0110.cnf,DPLL,235,117
uf20,test/uf20-0109.cnf,DPLL,185,92
uf20,test/uf20-0108.cnf,DPLL,215,107
uf20,test/uf20-0107.cnf,DPLL,133,66
uf20,test/uf20-0106.cnf,DPLL,129,64
uf20,test/uf20-0105.cnf,DPLL,137,68
uf20,test/uf20-0104.cnf,DPLL,179,89
uf20,test/uf20-0103.cnf,DPLL,211,105
uf20,test/uf20-0102.cnf,DPLL,185,92
uf20,test/uf20-0101.cnf,DPLL,139,69
uf20,test/uf20-0100.cnf,DPLL,149,74
uf20,test/uf20-099.cnf,DPLL,253,126
uf20,test/uf20-098.cnf,DPLL,129,64
uf20,test/uf20-097.cnf,DPLL,233,116
uf20,test/uf20-096.cnf,DPLL,123,61
uf20,test/uf20-095.cnf,DPLL,155,77
uf20,test/uf20-094.cnf,DPLL,109,54
uf20,test/uf20-093.cnf,DPLL,295,147
uf20,test/uf20-092.cnf,DPLL,205,102
uf20,test/uf20-091.cnf,DPLL,131,65
uf20,test/uf20-090.cnf,DPLL,213,106
uf20,test/uf20-089.cnf,DPLL,167,83
uf20,test/uf20-088.cnf,DPLL,159,79
uf20,test/uf20-087.cnf,DPLL,233,116
uf20,test/uf20-086.cnf,DPLL,119,59
uf20,test/uf20-085.cnf,DPLL,175,87
uf20,test/uf20-084.cnf,DPLL,155,77
uf20,test/uf20-083.cnf,DPLL,83,41
uf20,test/uf20-082.cnf,DPLL,219,109
uf20,test/uf20-081.cnf,DPLL,153,76
uf20,test/uf20-080.cnf,DPLL,161,80
uf20,test/uf20-079.cnf,DPLL,149,74
uf20,test/uf20-078.cnf,DPLL,163,81
uf20,test/uf20-077.cnf,DPLL,89,44
uf20,test/uf20-076.cnf,DPLL,261,130
uf20,test/uf20-075.cnf,DPLL,205,102
uf20,test/uf20-074.cnf,DPLL,179,89
uf20,test/uf20-073.cnf,DPLL,143,71
uf20,test/uf20-072.cnf,DPLL,115,57
uf20,test/uf20-071.cnf,DPLL,201,100
uf20,test/uf20-070.cnf,DPLL,335,167
uf20,test/uf20-069.cnf,DPLL,183,91
uf20,test/uf20-068.cnf,DPLL,167,83
uf20,test/uf20-067.cnf,DPLL,279,139
uf20,test/uf20-066.cnf,DPLL,153,76
uf20,test/uf20-065.cnf,DPLL,211,105
uf20,test/uf20-064.cnf,DPLL,137,68
uf20,test/uf20-063.cnf,DPLL,141,70
uf20,test/uf20-062.cnf,DPLL,225,112
uf20,test/uf20-061.cnf,DPLL,137,68
uf20,test/uf20-060.cnf,DPLL,101,50
uf20,test/uf20-059.cnf,DPLL,125,62
uf20,test/uf20-058.cnf,DPLL,119,59
uf20,test/uf20-057.cnf,DPLL,139,69
uf20,test/uf20-056.cnf,DPLL,131,65
uf20,test/uf20-055.cnf,DPLL,151,75
uf20,test/uf20-054.cnf,DPLL,205,102
uf20,test/uf20-053.cnf,DPLL,179,89
uf20,test/uf20-052.cnf,DPLL,113,56
uf20,test/uf20-051.cnf,DPLL,197,98
uf20,test/uf20-050.cnf,DPLL,161,80
uf20,test/uf20-049.cnf,DPLL,139,69
uf20,test/uf20-048.cnf,DPLL,157,78
uf20,test/uf20-047.cnf,DPLL,139,69
uf20,test/uf20-046.cnf,DPLL,163,81
uf20,test/uf20-045.cnf,DPLL,195,97
uf20,test/uf20-044.cnf,DPLL,167,83
uf20,test/uf20-043.cnf,DPLL,243,121
uf20,test/uf20-042.cnf,DPLL,131,65
uf20,test/uf20-041.cnf,DPLL,129,64
uf20,test/uf20-040.cnf,DPLL,179,89
uf20,test/uf20-039.cnf,DPLL,223,111
uf20,test/uf20-038.cnf,DPLL,129,64
uf20,test/uf20-037.cnf,DPLL,113,56
uf20,test/uf20-036.cnf,DPLL,165,82
uf20,test/uf20-035.cnf,DPLL,135,67
uf20,test/uf20-034.cnf,DPLL,187,93
uf20,test/uf20-033.cnf,DPLL,175,87
uf20,test/uf20-032.cnf,DPLL,119,59
uf20,test/uf20-031.cnf,DPLL,253,126
uf20,test/uf20-030.cnf,DPLL,111,55
uf20,test/uf20-029.cnf,DPLL,139,69
uf20,test/uf20-028.cnf,DPLL,145,72
uf20,test/uf20-027.cnf,DPLL,153,76
uf20,test/uf20-026.cnf,DPLL,213,106
uf20,test/uf20-025.cnf,DPLL,185,92
uf20,test/uf20-024.cnf,DPLL,137,68
uf20,test/uf20-023.cnf,DPLL,179,89
uf20,test/uf20-022.cnf,DPLL,259,129
uf20,test/uf20-021.cnf,DPLL,239,119
uf20,test/uf20-020.cnf,DPLL,203,101
uf20,test/uf20-019.cnf,DPLL,187,93
uf20,test/uf20-018.cnf,DPLL,111,55
uf20,test/uf20-017.cnf,DPLL,223,111
uf20,test/uf20-016.cnf,DPLL,137,68
uf20,test/uf20-015.cnf,DPLL,159,79
uf20,test/uf20-014.cnf,DPLL,137,68
uf20,test/uf20-013.cnf,DPLL,163,81
uf20,test/uf20-012.cnf,DPLL,267,133
uf20,test/uf20-011.cnf,DPLL,143,71
uf20,test/uf20-010.cnf,DPLL,247,123
uf20,test/uf20-09.cnf,DPLL,191,95
uf20,test/uf20-08.cnf,DPLL,153,76
uf20,test/uf20-07.cnf,DPLL,251,125
uf20,test/uf20-06.cnf,DPLL,131,65
uf20,test/uf20-05.cnf,DPLL,107,53
uf20,test/uf20-04.cnf,DPLL,135,67
uf20,test/uf20-03.cnf,DPLL,191,95
uf20,test/uf20-02.cnf,DPLL,195,97
uf20,test/uf20-01.cnf,DPLL,227,113
uf50,test/uf50-01000.cnf,DPLL,6051,3025
uf50,test/uf50-0999.cnf,DPLL,12075,6037
uf50,test/uf50-0998.cnf,DPLL,5149,2574
uf50,test/uf50-0997.cnf,DPLL,2905,1452
uf50,test/uf50-0996.cnf,DPLL,3067,1533
uf50,test/uf50-0995.cnf,DPLL,4687,2343
uf50,test/uf50-0994.cnf,DPLL,2567,1283
uf50,test/uf50-0993.cnf,DPLL,4513,2256
uf50,test/uf50-0992.cnf,DPLL,6133,3066
uf50,test/uf50-0991.cnf,DPLL,2107,1053
uf50,test/uf50-0990.cnf,DPLL,2383,1191
uf50,test/uf50-0989.cnf,DPLL,6573,3286
uf50,test/uf50-0988.cnf,DPLL,3355,1677
uf50,test/uf50-0987.cnf,DPLL,5859,2929
uf50,test/uf50-0986.cnf,DPLL,6345,3172
uf50,test/uf50-0985.cnf,DPLL,4451,2225
uf50,test/uf50-0984.cnf,DPLL,2677,1338
uf50,test/uf50-0983.cnf,DPLL,4589,2294
uf50,test/uf50-0982.cnf,DPLL,3145,1572
uf50,test/uf50-0981.cnf,DPLL,3461,1730
uf50,test/uf50-0980.cnf,DPLL,3417,1708
uf50,test/uf50-0979.cnf,DPLL,8015,4007
uf50,test/uf50-0978.cnf,DPLL,2407,1203
uf50,test/uf50-0977.cnf,DPLL,3609,1804
uf50,test/uf50-0976.cnf,DPLL,1885,942
uf50,test/uf50-0975.cnf,DPLL,3227,1613
uf50,test/uf50-0974.cnf,DPLL,2265,1132
uf50,test/uf50-0973.cnf,DPLL,7701,3850
uf50,test/uf50-0972.cnf,DPLL,6365,3182
uf50,test/uf50-0971.cnf,DPLL,4219,2109
uf50,test/uf50-0970.cnf,DPLL,3009,1504
uf50,test/uf50-0969.cnf,DPLL,9901,4950
uf50,test/uf50-0968.cnf,DPLL,4447,2223
uf50,test/uf50-0967.cnf,DPLL,9439,4719
uf50,test/uf50-0966.cnf,DPLL,4877,2438
uf50,test/uf50-0965.cnf,DPLL,4071,2035
uf50,test/uf50-0964.cnf,DPLL,4271,2135
uf50,test/uf50-0963.cnf,DPLL,5105,2552
uf50,test/uf50-0962.cnf,DPLL,2739,1369
uf50,test/uf50-0961.cnf,DPLL,3965,1982
uf50,test/uf50-0960.cnf,DPLL,5571,2785
uf50,test/uf50-0959.cnf,DPLL,3325,1662
uf50,test/uf50-0958.cnf,DPLL,3457,1728
uf50,test/uf50-0957.cnf,DPLL,3629,1814
uf50,test/uf50-0956.cnf,DPLL,9663,4831
uf50,test/uf50-0955.cnf,DPLL,13369,6684
uf50,test/uf50-0954.cnf,DPLL,4661,2330
uf50,test/uf50-0953.cnf,DPLL,2547,1273
uf50,test/uf50-0952.cnf,DPLL,3743,1871
uf50,test/uf50-0951.cnf,DPLL,4565,2282
uf50,test/uf50-0950.cnf,DPLL,2373,1186
uf50,test/uf50-0949.cnf,DPLL,5835,2917
uf50,test/uf50-0948.cnf,DPLL,6325,3162
uf50,test/uf50-0947.cnf,DPLL,5253,2626
uf50,test/uf50-0946.cnf,DPLL,4299,2149
uf50,test/uf50-0945.cnf,DPLL,2795,1397
uf50,test/uf50-0944.cnf,DPLL,3049,1524
uf50,test/uf50-0943.cnf,DPLL,2981,1490
uf50,test/uf50-0942.cnf,DPLL,3549,1774
uf50,test/uf50-0941.cnf,DPLL,3317,1658
uf50,test/uf50-0940.cnf,DPLL,5905,2952
uf50,test/uf50-0939.cnf,DPLL,1345,672
uf50,test/uf50-0938.cnf,DPLL,5331,2665
uf50,test/uf50-0937.cnf,DPLL,3365,1682
uf50,test/uf50-0936.cnf,DPLL,2987,1493
uf50,test/uf50-0935.cnf,DPLL,4137,2068
uf50,test/uf50-0934.cnf,DPLL,3553,1776
uf50,test/uf50-0933.cnf,DPLL,7441,3720
uf50,test/uf50-0932.cnf,DPLL,5173,2586
