Group,File,Solver,Result,Time,AllocBytes(KB),instances,clause-len,vars,clauses
uf20,test/uf20-0311.cnf,DPLL,True,0.005093100,1196.18,1000,3,20,91
uf20,test/uf20-0310.cnf,DPLL,True,0.002968600,1561.07,1000,3,20,91
uf20,test/uf20-0309.cnf,DPLL,True,0.003908900,3900.93,1000,3,20,91
uf20,test/uf20-0308.cnf,DPLL,True,0.004552000,1173.73,1000,3,20,91
uf20,test/uf20-0307.cnf,DPLL,True,0.005087000,4041.03,1000,3,20,91
uf20,test/uf20-0306.cnf,DPLL,True,0.006191700,243.95,1000,3,20,91
uf20,test/uf20-0305.cnf,DPLL,True,0.003605100,3221.43,1000,3,20,91
uf20,test/uf20-0304.cnf,DPLL,True,0.005890000,2272.49,1000,3,20,91
uf20,test/uf20-0303.cnf,DPLL,True,0.004972600,872.94,1000,3,20,91
uf20,test/uf20-0302.cnf,DPLL,True,0.004808700,1970.62,1000,3,20,91
uf20,test/uf20-0301.cnf,DPLL,True,0.003977100,2951.52,1000,3,20,91
uf20,test/uf20-0300.cnf,DPLL,True,0.004009600,3063.76,1000,3,20,91
uf20,test/uf20-0299.cnf,DPLL,True,0.003724800,3944.20,1000,3,20,91
uf20,test/uf20-0298.cnf,DPLL,True,0.004587000,1241.16,1000,3,20,91
uf20,test/uf20-0297.cnf,DPLL,True,0.005178600,1722.41,1000,3,20,91
uf20,test/uf20-0296.cnf,DPLL,True,0.005172000,1275.80,1000,3,20,91
uf20,test/uf20-0295.cnf,DPLL,True,0.004785000,452.42,1000,3,20,91
uf20,test/uf20-0294.cnf,DPLL,True,0.005196700,1070.17,1000,3,20,91
uf20,test/uf20-0293.cnf,DPLL,True,0.004569000,3331.55,1000,3,20,91
uf20,test/uf20-0292.cnf,DPLL,True,0.005375000,1716.32,1000,3,20,91
uf20,test/uf20-0291.cnf,DPLL,True,0.005330600,3300.56,1000,3,20,91
uf20,test/uf20-0290.cnf,DPLL,True,0.006863800,1531.16,1000,3,20,91
uf20,test/uf20-0289.cnf,DPLL,True,0.006295000,36.42,1000,3,20,91
uf20,test/uf20-0288.cnf,DPLL,True,0.005101200,2016.96,1000,3,20,91
uf20,test/uf20-0287.cnf,DPLL,True,0.008041900,3294.69,1000,3,20,91
uf20,test/uf20-0286.cnf,DPLL,True,0.004291900,3284.80,1000,3,20,91
uf20,test/uf20-0285.cnf,DPLL,True,0.003595800,896.89,1000,3,20,91
uf20,test/uf20-0284.cnf,DPLL,True,0.003993700,3734.38,1000,3,20,91
uf20,test/uf20-0283.cnf,DPLL,True,0.004494100,2608.45,1000,3,20,91
uf20,test/uf20-0282.cnf,DPLL,True,0.002882400,29.75,1000,3,20,91
uf20,test/uf20-0281.cnf,DPLL,True,0.003390600,2547.58,1000,3,20,91
uf20,test/uf20-0280.cnf,DPLL,True,0.006089300,3153.16,1000,3,20,91
uf20,test/uf20-0279.cnf,DPLL,True,0.007301500,1971.27,1000,3,20,91
uf20,test/uf20-0278.cnf,DPLL,True,0.004612800,3837.92,1000,3,20,91
uf20,test/uf20-0277.cnf,DPLL,True,0.004445300,90.72,1000,3,20,91
uf20,test/uf20-0276.cnf,DPLL,True,0.003610400,2749.62,1000,3,20,91
uf20,test/uf20-0275.cnf,DPLL,True,0.005095900,1944.83,1000,3,20,91
uf20,test/uf20-0274.cnf,DPLL,True,0.003515300,2323.30,1000,3,20,91
uf20,test/uf20-0273.cnf,DPLL,True,0.005002000,1255.16,1000,3,20,91
uf20,test/uf20-0272.cnf,DPLL,True,0.005480400,2394.28,1000,3,20,91
uf20,test/uf20-0271.cnf,DPLL,True,0.005797700,3447.77,1000,3,20,91
uf20,test/uf20-0270.cnf,DPLL,True,0.004281000,4.06,1000,3,20,91
uf20,test/uf20-0269.cnf,DPLL,True,0.007432000,1144.95,1000,3,20,91
uf20,test/uf20-0268.cnf,DPLL,True,0.004562100,679.85,1000,3,20,91
uf20,test/uf20-0267.cnf,DPLL,True,0.007001400,2295.24,1000,3,20,91
uf20,test/uf20-0266.cnf,DPLL,True,0.003492300,2179.09,1000,3,20,91
uf20,test/uf20-0265.cnf,DPLL,True,0.004602200,154.10,1000,3,20,91
uf20,test/uf20-0264.cnf,DPLL,True,0.005689800,2270.66,1000,3,20,91
uf20,test/uf20-0263.cnf,DPLL,True,0.005108100,1851.14,1000,3,20,91
uf20,test/uf20-0262.cnf,DPLL,True,0.003850000,3498.05,1000,3,20,91
uf20,test/uf20-0261.cnf,DPLL,True,0.004091700,3640.12,1000,3,20,91
uf20,test/uf20-0260.cnf,DPLL,True,0.005425200,2104.48,1000,3,20,91
uf20,test/uf20-0259.cnf,DPLL,True,0.004201700,3702.79,1000,3,20,91
uf20,test/uf20-0258.cnf,DPLL,True,0.006171800,1238.20,1000,3,20,91
uf20,test/uf20-0257.cnf,DPLL,True,0.005627000,1053.69,1000,3,20,91
uf20,test/uf20-0256.cnf,DPLL,True,0.004605200,311.42,1000,3,20,91
uf20,test/uf20-0255.cnf,DPLL,True,0.004705900,638.90,1000,3,20,91
uf20,test/uf20-0254.cnf,DPLL,True,0.005928300,2352.66,1000,3,20,91
uf20,test/uf20-0253.cnf,DPLL,True,0.004216100,2903.80,1000,3,20,91
uf20,test/uf20-0252.cnf,DPLL,True,0.007667400,628.16,1000,3,20,91
uf20,test/uf20-0251.cnf,DPLL,True,0.005086900,1464.53,1000,3,20,91
uf20,test/uf20-0250.cnf,DPLL,True,0.006215100,2908.45,1000,3,20,91
uf20,test/uf20-0249.cnf,DPLL,True,0.016108400,2770.45,1000,3,20,91
uf20,test/uf20-0248.cnf,DPLL,True,0.008090300,4028.89,1000,3,20,91
uf20,test/uf20-0247.cnf,DPLL,True,0.012893000,3371.05,1000,3,20,91
uf20,test/uf20-0246.cnf,DPLL,True,0.003130500,2111.68,1000,3,20,91
uf20,test/uf20-0245.cnf,DPLL,True,0.006097100,3170.56,1000,3,20,91
uf20,test/uf20-0244.cnf,DPLL,True,0.005439600,2160.86,1000,3,20,91
uf20,test/uf20-0243.cnf,DPLL,True,0.003767100,3391.84,1000,3,20,91
uf20,test/uf20-0242.cnf,DPLL,True,0.003839100,3058.45,1000,3,20,91
uf20,test/uf20-0241.cnf,DPLL,True,0.005258300,1270.83,1000,3,20,91
uf20,test/uf20-0240.cnf,DPLL,True,0.003759900,2166.34,1000,3,20,91
uf20,test/uf20-0239.cnf,DPLL,True,0.003874800,2648.03,1000,3,20,91
uf20,test/uf20-0238.cnf,DPLL,True,0.004915400,612.45,1000,3,20,91
uf20,test/uf20-0237.cnf,DPLL,True,0.010059700,3381.30,1000,3,20,91
uf20,test/uf20-0236.cnf,DPLL,True,0.006449400,3429.16,1000,3,20,91
uf20,test/uf20-0235.cnf,DPLL,True,0.004207000,2583.89,1000,3,20,91
uf20,test/uf20-0234.cnf,DPLL,True,0.005325400,3580.32,1000,3,20,91
uf20,test/uf20-0233.cnf,DPLL,True,0.003181300,1953.91,1000,3,20,91
uf20,test/uf20-0232.cnf,DPLL,True,0.006954700,1087.37,1000,3,20,91
uf20,test/uf20-0231.cnf,DPLL,True,0.006552200,1611.48,1000,3,20,91
uf20,test/uf20-0230.cnf,DPLL,True,0.005122600,516.94,1000,3,20,91
uf20,test/uf20-0229.cnf,DPLL,True,0.006481200,3948.82,1000,3,20,91
uf20,test/uf20-0228.cnf,DPLL,True,0.005950400,1837.44,1000,3,20,91
uf20,test/uf20-0227.cnf,DPLL,True,0.003360600,1474.38,1000,3,20,91
uf20,test/uf20-0226.cnf,DPLL,True,0.006527400,592.48,1000,3,20,91
uf20,test/uf20-0225.cnf,DPLL,True,0.005595500,3974.38,1000,3,20,91
uf20,test/uf20-0224.cnf,DPLL,True,0.005811000,1435.55,1000,3,20,91
uf20,test/uf20-0223.cnf,DPLL,True,0.005809800,3023.12,1000,3,20,91
uf20,test/uf20-0222.cnf,DPLL,True,0.003370800,997.48,1000,3,20,91
uf20,test/uf20-0221.cnf,DPLL,True,0.004853100,819.97,1000,3,20,91
uf20,test/uf20-0220.cnf,DPLL,True,0.007195000,1565.66,1000,3,20,91
uf20,test/uf20-0219.cnf,DPLL,True,0.034013000,2731.48,1000,3,20,91
uf20,test/uf20-0218.cnf,DPLL,True,0.040600200,1969.90,1000,3,20,91
uf20,test/uf20-0217.cnf,DPLL,True,0.011681100,1214.66,1000,3,20,91
uf20,test/uf20-0216.cnf,DPLL,True,0.004098600,3847.74,1000,3,20,91
uf20,test/uf20-0215.cnf,DPLL,True,0.007075600,69.77,1000,3,20,91
uf20,test/uf20-0214.cnf,DPLL,True,0.004335800,2919.85,1000,3,20,91
uf20,test/uf20-0213.cnf,DPLL,True,0.003986400,1700.34,1000,3,20,91
uf20,test/uf20-0212.cnf,DPLL,True,0.003790700,2469.96,1000,3,20,91
uf20,test/uf20-0211.cnf,DPLL,True,0.006408800,3483.10,1000,3,20,91
uf20,test/uf20-0210.cnf,DPLL,True,0.007490800,2638.55,1000,3,20,91
uf20,test/uf20-0209.cnf,DPLL,True,0.004312700,3687.55,1000,3,20,91
uf20,test/uf20-0208.cnf,DPLL,True,0.004658100,3229.34,1000,3,20,91
uf20,test/uf20-0207.cnf,DPLL,True,0.004607000,3717.44,1000,3,20,91
uf20,test/uf20-0206.cnf,DPLL,True,0.006239000,514.95,1000,3,20,91
uf20,test/uf20-0205.cnf,DPLL,True,0.005089500,1190.88,1000,3,20,91
uf20,test/uf20-0204.cnf,DPLL,True,0.004336700,3241.95,1000,3,20,91
uf20,test/uf20-0203.cnf,DPLL,True,0.003097300,2058.66,1000,3,20,91
uf20,test/uf20-0202.cnf,DPLL,True,0.007489800,732.96,1000,3,20,91
uf20,test/uf20-0201.cnf,DPLL,True,0.004493200,270.42,1000,3,20,91
uf20,test/uf20-0200.cnf,DPLL,True,0.006210500,1978.82,1000,3,20,91
uf20,test/uf20-0199.cnf,DPLL,True,0.005467300,3798.27,1000,3,20,91
uf20,test/uf20-0198.cnf,DPLL,True,0.004686600,827.14,1000,3,20,91
uf20,test/uf20-0197.cnf,DPLL,True,0.004596700,3339.84,1000,3,20,91
uf20,test/uf20-0196.cnf,DPLL,True,0.006725600,3646.13,1000,3,20,91
uf20,test/uf20-0195.cnf,DPLL,True,0.004044500,3141.41,1000,3,20,91
uf20,test/uf20-0194.cnf,DPLL,True,0.004977300,1751.35,1000,3,20,91
uf20,test/uf20-0193.cnf,DPLL,True,0.004082100,3016.34,1000,3,20,91
uf20,test/uf20-0192.cnf,DPLL,True,0.005467300,2994.70,1000,3,20,91
uf20,test/uf20-0191.cnf,DPLL,True,0.004420100,4.59,1000,3,20,91
uf20,test/uf20-0190.cnf,DPLL,True,0.006824300,1071.02,1000,3,20,91
uf20,test/uf20-0189.cnf,DPLL,True,0.004759200,679.62,1000,3,20,91
uf20,test/uf20-0188.cnf,DPLL,True,0.005796000,523.30,1000,3,20,91
uf20,test/uf20-0187.cnf,DPLL,True,0.006042700,3822.16,1000,3,20,91
uf20,test/uf20-0186.cnf,DPLL,True,0.004254500,3712.73,1000,3,20,91
uf20,test/uf20-0185.cnf,DPLL,True,0.005847100,2974.87,1000,3,20,91
uf20,test/uf20-0184.cnf,DPLL,True,0.003942500,1998.42,1000,3,20,91
uf20,test/uf20-0183.cnf,DPLL,True,0.004038900,2194.52,1000,3,20,91
uf20,test/uf20-0182.cnf,DPLL,True,0.004321600,2007.55,1000,3,20,91
uf20,test/uf20-0181.cnf,DPLL,True,0.005854000,756.07,1000,3,20,91
uf20,test/uf20-0180.cnf,DPLL,True,0.004321100,2777.83,1000,3,20,91
uf20,test/uf20-0179.cnf,DPLL,True,0.006191800,3216.12,1000,3,20,91
uf20,test/uf20-0178.cnf,DPLL,True,0.006258700,1822.18,1000,3,20,91
uf20,test/uf20-0177.cnf,DPLL,True,0.004929000,759.18,1000,3,20,91
uf20,test/uf20-0176.cnf,DPLL,True,0.005925600,1404.08,1000,3,20,91
uf20,test/uf20-0175.cnf,DPLL,True,0.004532900,3541.98,1000,3,20,91
uf20,test/uf20-0174.cnf,DPLL,True,0.005102100,325.43,1000,3,20,91
uf20,test/uf20-0173.cnf,DPLL,True,0.008305400,914.12,1000,3,20,91
uf20,test/uf20-0172.cnf,DPLL,True,0.005521300,2349.55,1000,3,20,91
uf20,test/uf20-0171.cnf,DPLL,True,0.004433000,3134.34,1000,3,20,91
uf20,test/uf20-0170.cnf,DPLL,True,0.004412600,1567.97,1000,3,20,91
uf20,test/uf20-0169.cnf,DPLL,True,0.005759400,202.73,1000,3,20,91
uf20,test/uf20-0168.cnf,DPLL,True,0.005735900,3555.84,1000,3,20,91
uf20,test/uf20-0167.cnf,DPLL,True,0.004450300,2861.24,1000,3,20,91
uf20,test/uf20-0166.cnf,DPLL,True,0.003945800,3354.45,1000,3,20,91
uf20,test/uf20-0165.cnf,DPLL,True,0.005618100,1950.70,1000,3,20,91
uf20,test/uf20-0164.cnf,DPLL,True,0.025531300,156.12,1000,3,20,91
uf20,test/uf20-0163.cnf,DPLL,True,0.012385400,3931.48,1000,3,20,91
uf20,test/uf20-0162.cnf,DPLL,True,0.007682700,2877.88,1000,3,20,91
uf20,test/uf20-0161.cnf,DPLL,True,0.007141100,2265.61,1000,3,20,91
uf20,test/uf20-0160.cnf,DPLL,True,0.005458900,694.98,1000,3,20,91
uf20,test/uf20-0159.cnf,DPLL,True,0.007792400,1323.74,1000,3,20,91
uf20,test/uf20-0158.cnf,DPLL,True,0.005136100,1100.36,1000,3,20,91
uf20,test/uf20-0157.cnf,DPLL,True,0.007001200,60.12,1000,3,20,91
uf20,test/uf20-0156.cnf,DPLL,True,0.005416400,1756.99,1000,3,20,91
uf20,test/uf20-0155.cnf,DPLL,True,0.005802100,3060.05,1000,3,20,91
uf20,test/uf20-0154.cnf,DPLL,True,0.006293200,1641.18,1000,3,20,91
uf20,test/uf20-0153.cnf,DPLL,True,0.003424700,1002.41,1000,3,20,91
uf20,test/uf20-0152.cnf,DPLL,True,0.006642600,2704.81,1000,3,20,91
uf20,test/uf20-0151.cnf,DPLL,True,0.005379700,3733.05,1000,3,20,91
uf20,test/uf20-0150.cnf,DPLL,True,0.003650500,2764.91,1000,3,20,91
uf20,test/uf20-0149.cnf,DPLL,True,0.004008000,2615.30,1000,3,20,91
uf20,test/uf20-0148.cnf,DPLL,True,0.004002300,2887.04,1000,3,20,91
uf20,test/uf20-0147.cnf,DPLL,True,0.005550600,1528.98,1000,3,20,91
uf20,test/uf20-0146.cnf,DPLL,True,0.004437600,2.70,1000,3,20,91
uf20,test/uf20-0145.cnf,DPLL,True,0.007510600,2807.81,1000,3,20,91
uf20,test/uf20-0144.cnf,DPLL,True,0.003238300,2014.06,1000,3,20,91
uf20,test/uf20-0143.cnf,DPLL,True,0.008675200,611.24,1000,3,20,91
uf20,test/uf20-0142.cnf,DPLL,True,0.004218300,3996.51,1000,3,20,91
uf20,test/uf20-0141.cnf,DPLL,True,0.007800400,289.29,1000,3,20,91
uf20,test/uf20-0140.cnf,DPLL,True,0.006030300,2944.26,1000,3,20,91
uf20,test/uf20-0139.cnf,DPLL,True,0.003712200,2464.23,1000,3,20,91
uf20,test/uf20-0138.cnf,DPLL,True,0.007587700,4280.77,1000,3,20,91
uf20,test/uf20-0137.cnf,DPLL,True,0.011457200,895.74,1000,3,20,91
uf20,test/uf20-0136.cnf,DPLL,True,0.016996400,3189.42,1000,3,20,91
uf20,test/uf20-0135.cnf,DPLL,True,0.007222700,4555.76,1000,3,20,91
uf20,test/uf20-0134.cnf,DPLL,True,0.010968000,3807.02,1000,3,20,91
uf20,test/uf20-0133.cnf,DPLL,True,0.015755400,293.45,1000,3,20,91
uf20,test/uf20-0132.cnf,DPLL,True,0.005892500,4381.00,1000,3,20,91
uf20,test/uf20-0131.cnf,DPLL,True,0.004894300,1183.52,1000,3,20,91
uf20,test/uf20-0130.cnf,DPLL,True,0.005589700,673.78,1000,3,20,91
uf20,test/uf20-0129.cnf,DPLL,True,0.003067800,1603.09,1000,3,20,91
uf20,test/uf20-0128.cnf,DPLL,True,0.004762100,4766.12,1000,3,20,91
uf20,test/uf20-0127.cnf,DPLL,True,0.006050600,2450.16,1000,3,20,91
uf20,test/uf20-0126.cnf,DPLL,True,0.005091100,1227.25,1000,3,20,91
uf20,test/uf20-0125.cnf,DPLL,True,0.006318700,2001.02,1000,3,20,91
uf20,test/uf20-0124.cnf,DPLL,True,0.005912500,207.59,1000,3,20,91
uf20,test/uf20-0123.cnf,DPLL,True,0.003593100,2850.05,1000,3,20,91
uf20,test/uf20-0122.cnf,DPLL,True,0.005621300,528.84,1000,3,20,91
uf20,test/uf20-0121.cnf,DPLL,True,0.005208300,4963.79,1000,3,20,91
uf20,test/uf20-0120.cnf,DPLL,True,0.005430600,4803.26,1000,3,20,91
uf20,test/uf20-0119.cnf,DPLL,True,0.005467500,526.63,1000,3,20,91
uf20,test/uf20-0118.cnf,DPLL,True,0.005716500,1740.70,1000,3,20,91
uf20,test/uf20-0117.cnf,DPLL,True,0.005778000,672.77,1000,3,20,91
uf20,test/uf20-0116.cnf,DPLL,True,0.005142500,29.82,1000,3,20,91
uf20,test/uf20-0115.cnf,DPLL,True,0.007117800,3469.44,1000,3,20,91
uf20,test/uf20-0114.cnf,DPLL,True,0.005202300,4866.16,1000,3,20,91
uf20,test/uf20-0113.cnf,DPLL,True,0.004899800,3218.11,1000,3,20,91
uf20,test/uf20-0112.cnf,DPLL,True,0.005164800,1003.45,1000,3,20,91
uf20,test/uf20-0111.cnf,DPLL,True,0.004654000,481.49,1000,3,20,91
uf20,test/uf20-0110.cnf,DPLL,True,0.005813000,1607.49,1000,3,20,91
uf20,test/uf20-0109.cnf,DPLL,True,0.005879300,3451.00,1000,3,20,91
uf20,test/uf20-0108.cnf,DPLL,True,0.006037800,3663.08,1000,3,20,91
uf20,test/uf20-0107.cnf,DPLL,True,0.004219900,73.73,1000,3,20,91
uf20,test/uf20-0106.cnf,DPLL,True,0.005036400,3869.72,1000,3,20,91
uf20,test/uf20-0105.cnf,DPLL,True,0.003830000,2864.16,1000,3,20,91
uf20,test/uf20-0104.cnf,DPLL,True,0.005163800,1944.36,1000,3,20,91
uf20,test/uf20-0103.cnf,DPLL,True,0.005812900,2773.91,1000,3,20,91
uf20,test/uf20-0102.cnf,DPLL,True,0.004666500,1780.86,1000,3,20,91
uf20,test/uf20-0101.cnf,DPLL,True,0.003940100,4035.77,1000,3,20,91
uf20,test/uf20-0100.cnf,DPLL,True,0.004385200,855.85,1000,3,20,91
uf20,test/uf20-099.cnf,DPLL,True,0.005335300,2653.55,1000,3,20,91
uf20,test/uf20-098.cnf,DPLL,True,0.004963000,3749.63,1000,3,20,91
uf20,test/uf20-097.cnf,DPLL,True,0.005864200,3631.41,1000,3,20,91
uf20,test/uf20-096.cnf,DPLL,True,0.003869000,3383.30,1000,3,20,91
uf20,test/uf20-095.cnf,DPLL,True,0.005066000,825.64,1000,3,20,91
uf20,test/uf20-094.cnf,DPLL,True,0.003339500,2411.28,1000,3,20,91
uf20,test/uf20-093.cnf,DPLL,True,0.006927100,1675.13,1000,3,20,91
uf20,test/uf20-092.cnf,DPLL,True,0.005753500,2171.11,1000,3,20,91
uf20,test/uf20-091.cnf,DPLL,True,0.003972400,3179.51,1000,3,20,91
uf20,test/uf20-090.cnf,DPLL,True,0.004960600,1234.66,1000,3,20,91
uf20,test/uf20-089.cnf,DPLL,True,0.004471500,3437.62,1000,3,20,91
uf20,test/uf20-088.cnf,DPLL,True,0.004739900,142.02,1000,3,20,91
uf20,test/uf20-087.cnf,DPLL,True,0.005575200,2611.20,1000,3,20,91
uf20,test/uf20-086.cnf,DPLL,True,0.003527400,2073.27,1000,3,20,91
uf20,test/uf20-085.cnf,DPLL,True,0.005063600,1783.79,1000,3,20,91
uf20,test/uf20-084.cnf,DPLL,True,0.004048500,114.67,1000,3,20,91
uf20,test/uf20-083.cnf,DPLL,True,0.002698000,298.18,1000,3,20,91
uf20,test/uf20-082.cnf,DPLL,True,0.005652500,3931.66,1000,3,20,91
uf20,test/uf20-081.cnf,DPLL,True,0.004007200,104.91,1000,3,20,91
uf20,test/uf20-080.cnf,DPLL,True,0.004418800,214.29,1000,3,20,91
uf20,test/uf20-079.cnf,DPLL,True,0.003341300,2481.18,1000,3,20,91
uf20,test/uf20-078.cnf,DPLL,True,0.005346300,949.40,1000,3,20,91
uf20,test/uf20-077.cnf,DPLL,True,0.003113700,1405.29,1000,3,20,91
uf20,test/uf20-076.cnf,DPLL,True,0.007551400,1653.69,1000,3,20,91
uf20,test/uf20-075.cnf,DPLL,True,0.005905400,2601.71,1000,3,20,91
uf20,test/uf20-074.cnf,DPLL,True,0.005245000,1371.44,1000,3,20,91
uf20,test/uf20-073.cnf,DPLL,True,0.003376700,3085.80,1000,3,20,91
uf20,test/uf20-072.cnf,DPLL,True,0.003065800,2358.53,1000,3,20,91
uf20,test/uf20-071.cnf,DPLL,True,0.005082300,1258.22,1000,3,20,91
uf20,test/uf20-070.cnf,DPLL,True,0.007322300,1824.02,1000,3,20,91
uf20,test/uf20-069.cnf,DPLL,True,0.005948500,3546.05,1000,3,20,91
uf20,test/uf20-068.cnf,DPLL,True,0.004877800,298.66,1000,3,20,91
uf20,test/uf20-067.cnf,DPLL,True,0.006594500,1217.12,1000,3,20,91
uf20,test/uf20-066.cnf,DPLL,True,0.005015200,615.35,1000,3,20,91
uf20,test/uf20-065.cnf,DPLL,True,0.006489100,3459.47,1000,3,20,91
uf20,test/uf20-064.cnf,DPLL,True,0.003939000,3621.81,1000,3,20,91
uf20,test/uf20-063.cnf,DPLL,True,0.003581800,3297.62,1000,3,20,91
uf20,test/uf20-062.cnf,DPLL,True,0.006093900,2994.64,1000,3,20,91
uf20,test/uf20-061.cnf,DPLL,True,0.004208900,3862.67,1000,3,20,91
uf20,test/uf20-060.cnf,DPLL,True,0.003464800,1902.45,1000,3,20,91
uf20,test/uf20-059.cnf,DPLL,True,0.003464400,2742.95,1000,3,20,91
uf20,test/uf20-058.cnf,DPLL,True,0.003662400,2801.67,1000,3,20,91
uf20,test/uf20-057.cnf,DPLL,True,0.003837300,3567.86,1000,3,20,91
uf20,test/uf20-056.cnf,DPLL,True,0.004107500,2972.54,1000,3,20,91
uf20,test/uf20-055.cnf,DPLL,True,0.004567000,957.59,1000,3,20,91
uf20,test/uf20-054.cnf,DPLL,True,0.005660400,2292.54,1000,3,20,91
uf20,test/uf20-053.cnf,DPLL,True,0.004753900,1414.09,1000,3,20,91
uf20,test/uf20-052.cnf,DPLL,True,0.003654400,2055.48,1000,3,20,91
uf20,test/uf20-051.cnf,DPLL,True,0.005322800,1668.09,1000,3,20,91
uf20,test/uf20-050.cnf,DPLL,True,0.004797100,1016.66,1000,3,20,91
uf20,test/uf20-049.cnf,DPLL,True,0.004568800,29.78,1000,3,20,91
uf20,test/uf20-048.cnf,DPLL,True,0.006358700,1326.67,1000,3,20,91
uf20,test/uf20-047.cnf,DPLL,True,0.004234200,191.33,1000,3,20,91
uf20,test/uf20-046.cnf,DPLL,True,0.004483100,2854.80,1000,3,20,91
uf20,test/uf20-045.cnf,DPLL,True,0.004915600,2274.48,1000,3,20,91
uf20,test/uf20-044.cnf,DPLL,True,0.005060600,968.70,1000,3,20,91
uf20,test/uf20-043.cnf,DPLL,True,0.006364100,258.47,1000,3,20,91
uf20,test/uf20-042.cnf,DPLL,True,0.008504300,3201.91,1000,3,20,91
uf20,test/uf20-041.cnf,DPLL,True,0.005999000,3428.94,1000,3,20,91
uf20,test/uf20-040.cnf,DPLL,True,0.004452100,1497.38,1000,3,20,91
uf20,test/uf20-039.cnf,DPLL,True,0.005573500,2824.09,1000,3,20,91
uf20,test/uf20-038.cnf,DPLL,True,0.003839700,3096.49,1000,3,20,91
uf20,test/uf20-037.cnf,DPLL,True,0.003361900,2709.26,1000,3,20,91
uf20,test/uf20-036.cnf,DPLL,True,0.004473900,348.38,1000,3,20,91
uf20,test/uf20-035.cnf,DPLL,True,0.003808300,3720.37,1000,3,20,91
uf20,test/uf20-034.cnf,DPLL,True,0.005237300,1093.75,1000,3,20,91
uf20,test/uf20-033.cnf,DPLL,True,0.005282900,1074.55,1000,3,20,91
uf20,test/uf20-032.cnf,DPLL,True,0.003586200,3023.03,1000,3,20,91
uf20,test/uf20-031.cnf,DPLL,True,0.005339100,3617.95,1000,3,20,91
uf20,test/uf20-030.cnf,DPLL,True,0.003293500,1192.85,1000,3,20,91
uf20,test/uf20-029.cnf,DPLL,True,0.004241500,3978.58,1000,3,20,91
uf20,test/uf20-028.cnf,DPLL,True,0.003992900,3082.88,1000,3,20,91
uf20,test/uf20-027.cnf,DPLL,True,0.004622500,1067.29,1000,3,20,91
uf20,test/uf20-026.cnf,DPLL,True,0.005601400,2248.24,1000,3,20,91
uf20,test/uf20-025.cnf,DPLL,True,0.004004200,134.31,1000,3,20,91
uf20,test/uf20-024.cnf,DPLL,True,0.003872700,3400.13,1000,3,20,91
uf20,test/uf20-023.cnf,DPLL,True,0.005307500,1790.88,1000,3,20,91
uf20,test/uf20-022.cnf,DPLL,True,0.006981000,520.83,1000,3,20,91
uf20,test/uf20-021.cnf,DPLL,True,0.007205200,1146.98,1000,3,20,91
uf20,test/uf20-020.cnf,DPLL,True,0.005365100,1677.46,1000,3,20,91
uf20,test/uf20-019.cnf,DPLL,True,0.005449400,1458.95,1000,3,20,91
uf20,test/uf20-018.cnf,DPLL,True,0.004256500,3145.31,1000,3,20,91
uf20,test/uf20-017.cnf,DPLL,True,0.006196400,73.53,1000,3,20,91
uf20,test/uf20-016.cnf,DPLL,True,0.003650800,3681.81,1000,3,20,91
uf20,test/uf20-015.cnf,DPLL,True,0.003955700,3389.48,1000,3,20,91
uf20,test/uf20-014.cnf,DPLL,True,0.004082000,3422.42,1000,3,20,91
uf20,test/uf20-013.cnf,DPLL,True,0.005193300,671.54,1000,3,20,91
uf20,test/uf20-012.cnf,DPLL,True,0.007170000,1904.91,1000,3,20,91
uf20,test/uf20-011.cnf,DPLL,True,0.005238600,5.77,1000,3,20,91
uf20,test/uf20-010.cnf,DPLL,True,0.006507500,597.74,1000,3,20,91
uf20,test/uf20-09.cnf,DPLL,True,0.006225100,3000.74,1000,3,20,91
uf20,test/uf20-08.cnf,DPLL,True,0.005228600,18014398509481980.00,1000,3,20,91
uf20,test/uf20-07.cnf,DPLL,True,0.006500800,3373.34,1000,3,20,91
uf20,test/uf20-06.cnf,DPLL,True,0.003285300,2547.54,1000,3,20,91
uf20,test/uf20-05.cnf,DPLL,True,0.003402000,2250.26,1000,3,20,91
uf20,test/uf20-04.cnf,DPLL,True,0.004236300,315.74,1000,3,20,91
uf20,test/uf20-03.cnf,DPLL,True,0.005427500,2445.45,1000,3,20,91
uf20,test/uf20-02.cnf,DPLL,True,0.005597900,2534.69,1000,3,20,91
uf20,test/uf20-01.cnf,DPLL,True,0.006592500,3046.71,1000,3,20,91
uf50,test/uf50-01000.cnf,DPLL,True,0.365739400,3576.96,1000,3,50,218
uf50,test/uf50-0999.cnf,DPLL,True,1.080628400,3741.46,1000,3,50,218
uf50,test/uf50-0998.cnf,DPLL,True,0.341196200,1120.04,1000,3,50,218
uf50,test/uf50-0997.cnf,DPLL,True,0.196719000,1599.09,1000,3,50,218
uf50,test/uf50-0996.cnf,DPLL,True,0.228631200,76.07,1000,3,50,218
uf50,test/uf50-0995.cnf,DPLL,True,0.341116300,3525.39,1000,3,50,218
uf50,test/uf50-0994.cnf,DPLL,True,0.198401200,2469.37,1000,3,50,218
uf50,test/uf50-0993.cnf,DPLL,True,0.562336600,3469.45,1000,3,50,218
uf50,test/uf50-0992.cnf,DPLL,True,0.424260600,1944.20,1000,3,50,218
uf50,test/uf50-0991.cnf,DPLL,True,0.152394900,3982.88,1000,3,50,218
